case,origin,phase,order,frequency_hz,sequence,Iload_rms,Iload_angle_deg,Iload_real,Iload_imag,Iload_theory_error_pct,Isystem_rms,Isystem_angle_deg,Isystem_real,Isystem_imag,Isystem_theory_error_pct,Ifilter_rms,Ifilter_angle_deg,Ifilter_real,Ifilter_imag,Ifilter_theory_error_pct,Ilinear_rms,Ilinear_angle_deg,Ilinear_real,Ilinear_imag,Ilinear_theory_error_pct,Vpcc_rms,Vpcc_angle_deg,Vpcc_real,Vpcc_imag,Vpcc_theory_error_pct,filter_magnitude_pct,system_magnitude_pct,filter_projection_pct,system_projection_pct,linear_projection_pct,kcl_error_a,kcl_error_pct,kcl_real_a,kcl_imag_a
linear_triplen_check,PSCAD_EMTDC,A,1,60.0,positive,99.9999999997677,-179.99999998844206,-99.9999999997677,-2.017243129055177e-08,2.0173756606783583e-08,130.38880859227635,-164.33122618160712,-125.54344058611146,-35.214853853378116,8.886440875294357e-06,36.127779515470394,87.66066321627828,1.4746559844900202,36.09767087286727,3.272883366505192e-05,24.084969548163276,-2.100605674068567,24.06878460185382,-0.8828170396615515,1.2680695923082887e-06,277.45884919484087,-2.1006056740685586,277.2723986133559,-10.170052296901028,1.2680695601042675e-06,36.127779515554316,130.38880859257924,-1.4746559917752236,125.5434405935068,-24.068784601731647,8.383066085933611e-14,8.383066085953085e-14,-7.815970093361102e-14,-3.0309088572266774e-14
linear_triplen_check,PSCAD_EMTDC,A,2,120.0,negative,6.061318553246058e-11,,3.437748840137299e-11,4.992140374234236e-11,,6.275472940080478e-11,,5.914601095560128e-11,2.0973923100081338e-11,,3.860636979788504e-11,,-2.5398325891717816e-11,2.9075364673020814e-11,,6.211460395210889e-13,,6.129640958701457e-13,-1.004859173557616e-13,,7.198597930791774e-12,,7.106866504986239e-12,-1.1455394578556822e-12,,,,,,,3.215923936314462e-14,,1.683924161938401e-14,-2.7398113404029042e-14
linear_triplen_check,PSCAD_EMTDC,A,3,180.0,zero,5.000000000025816,14.999999880884447,4.829629134160648,1.2940952154786864,2.0789649655900527e-07,5.746326826415826,12.771524366731155,5.604158919904286,1.2703050013455057,0.00012771608612922996,0.7644513623062625,-173.35555695060708,-0.7593167814723255,-0.08845287279907467,0.0009562225984300622,0.11326935182583026,97.71861913218456,-0.01521300427132622,0.11224308693226646,0.0003900894900750089,1.3048629330335815,97.71861913218211,-0.17525380920562522,1.293040361459734,0.00039008949136012087,15.28902724604631,114.92653652772314,-15.126739557205656,114.83961926471764,0.28712029248782245,1.7329819108351776e-14,3.4659638216524595e-13,1.3329615189405786e-14,-1.1074474670635936e-14
linear_triplen_check,PSCAD_EMTDC,A,4,240.0,positive,1.4199584793935536e-10,,-6.118838722585713e-11,1.2813587359016635e-10,,1.3359855880520497e-10,,1.1359430527482069e-10,7.032004496556197e-11,,1.8213414694074506e-10,,-1.7381488750914515e-10,5.4417206488537485e-11,,3.5369888738625738e-12,,-9.451956601276324e-13,3.4083567093107385e-12,,4.0719259477121934e-11,,-1.091277062483571e-11,3.9229702135689324e-11,,,,,,,2.4615925390323398e-14,,-2.2609331405027358e-14,-9.734573243836202e-15
linear_triplen_check,PSCAD_EMTDC,A,5,300.0,negative,20.00000000012411,-25.00000019959456,18.126155711400973,-8.452365298010394,3.48358767219061e-07,1.6769814626193196,-107.11805438909829,-0.49360522100960913,-1.6026917082710845,0.07318961899804871,19.784739045544217,-20.19723230755936,18.568169534177787,-6.830737826202501,0.006219909468908179,0.05495666940721687,-20.154820605246996,0.051591398232765054,-0.01893576353682032,0.07316371723033126,0.633100831571207,-20.154820605252382,0.5943329076414973,-0.21813999594424954,0.07316371722006815,98.92369522710722,8.384907313044565,98.57635590232636,1.1498426705904403,0.2738014270830885,3.1911700727540977e-14,1.5955850363671473e-13,2.9407032364758834e-14,1.239286451237831e-14
linear_triplen_check,PSCAD_EMTDC,A,6,360.0,zero,3.8449141021165066e-10,,3.842141853795892e-10,-1.4598091643858267e-11,,1.2930707380407596e-10,,1.2817606795710864e-10,1.7065020914942214e-11,,2.5865415079816644e-10,,2.559947828706209e-10,-3.6995146548490576e-11,,5.3170858771648564e-12,,3.642614504146358e-14,5.316961102086735e-12,,6.131346965220027e-11,,4.936370690101788e-13,6.131148247461794e-11,,,,,,,1.658065214248034e-14,,6.908406818240164e-15,1.5072887603363555e-14
linear_triplen_check,PSCAD_EMTDC,A,7,420.0,positive,14.000000000090463,20.000000235587756,13.155696671399353,4.78828206068366,4.111787136397447e-07,9.437188902511414,18.39231463134897,8.955121653002037,2.9776384202281267,0.0009804253323635668,4.541088717169126,17.89279478680113,4.321450096668853,1.3951902376384007,0.0020461640152555343,0.432680383723925,106.22221620617803,-0.12087507827150089,0.4154534028171409,0.00242761903154197,4.984478020499607,106.22221620617754,-1.3924809016876463,4.7860232004534655,0.0024276190313380604,32.43634797956988,67.40849216036024,32.41441379472894,67.38195752624958,0.20362867902174475,3.680967260766767e-14,2.62926232910213e-13,-3.5763059180737855e-14,-8.715250743307479e-15
linear_triplen_check,PSCAD_EMTDC,A,8,480.0,negative,1.0325383785962e-10,,-7.028864311638829e-11,-7.563637803066523e-11,,1.0266015133965384e-10,,-9.430477736441531e-11,-4.05674209104879e-11,,3.734322448053069e-11,,2.179539547446469e-11,-3.032288163606801e-11,,5.253330262495756e-12,,2.2804022869923146e-12,-4.732572688964634e-12,,6.052184797492539e-11,,2.6214263690184305e-11,-5.4550036310542126e-11,,,,,,,6.117238193440685e-14,,-5.966351342998303e-14,-1.3502795144679514e-14
linear_triplen_check,PSCAD_EMTDC,A,9,540.0,zero,4.133211558017577e-11,,-9.267313728135113e-12,-4.0279779972057035e-11,,4.697862306797868e-11,,-4.2210365659254605e-11,-2.0622222389336174e-11,,3.600243331932068e-11,,3.148286594454358e-11,-1.746437393180843e-11,,2.6315370892162086e-12,,1.4275280634352882e-12,-2.210690181826755e-12,,3.034172648945862e-11,,1.6414374600063657e-11,-2.5518398712495658e-11,,,,,,,3.7054265186520285e-14,,3.265792314062198e-14,1.7506530914324423e-14
linear_triplen_check,PSCAD_EMTDC,A,10,600.0,positive,2.7561888826356505e-11,,5.3247624989908205e-12,-2.7042644471385867e-11,,2.9139818030586316e-11,,-2.574449202654612e-11,-1.3651011872780213e-11,,3.226623563132648e-11,,2.9961132333587265e-11,-1.1976665274839836e-11,,1.7822638474921087e-12,,1.092627341998039e-12,-1.4080589169476093e-12,,2.055552915953939e-11,,1.2661225586825961e-11,-1.619330558188098e-11,,,,,,,1.6965154281338742e-14,,1.549484995163734e-14,-6.908406818208565e-15
