case,origin,phase,order,frequency_hz,sequence,Iload_rms,Iload_angle_deg,Iload_real,Iload_imag,Isystem_rms,Isystem_angle_deg,Isystem_real,Isystem_imag,Ifilter_rms,Ifilter_angle_deg,Ifilter_real,Ifilter_imag,Ilinear_rms,Ilinear_angle_deg,Ilinear_real,Ilinear_imag,Vpcc_rms,Vpcc_angle_deg,Vpcc_real,Vpcc_imag,filter_magnitude_pct,system_magnitude_pct,filter_projection_pct,system_projection_pct,linear_projection_pct,kcl_error_a,kcl_error_pct,kcl_real_a,kcl_imag_a
tuned_5th,ANALYTICAL_REFERENCE,A,1,60.0,positive,99.99999999999997,-179.99999999999935,-99.99999999999997,-1.1681487892607286e-12,107.50659214076948,-160.33884905209877,-101.23883888987795,-36.17132640574706,36.192534806865325,88.03843228871409,1.2388388898773859,36.17132640574694,0.0,,0.0,0.0,277.9562545124887,-1.7228366781872038,277.83060619258845,-8.356655148456847,36.19253480686533,107.50659214076951,-1.2388388898778089,101.23883888987841,-0.0,1.202781253998073e-12,1.2027812539980733e-12,5.964118088286341e-13,-1.0444978215673473e-12
tuned_5th,ANALYTICAL_REFERENCE,A,2,120.0,negative,9.820699276137158e-14,,-3.5170071074516555e-14,9.169339958713246e-14,9.496450846756701e-14,,-5.777940247956292e-14,7.536443801682119e-14,2.323736838851987e-14,,2.323736838851987e-14,0.0,0.0,,0.0,0.0,2.969014533359794e-13,,1.2058310082691391e-13,-2.713119768605563e-13,,,,,,1.6341034741328735e-14,,-6.280369834735025e-16,1.6328961570311266e-14
tuned_5th,ANALYTICAL_REFERENCE,A,3,180.0,zero,1.1535382849852892e-13,,9.42055475210265e-14,6.657192024819206e-14,1.2839017670950633e-13,,1.1053450909133775e-13,6.531584628124504e-14,1.902405299018659e-14,,-1.821307252073179e-14,-5.495323605393212e-15,0.0,,0.0,0.0,3.561229984297161e-13,,-3.4165211900958944e-13,-1.004859173557616e-13,,,,,,7.009368249228751e-15,,1.884110950420536e-15,6.75139757234023e-15
tuned_5th,ANALYTICAL_REFERENCE,A,4,240.0,positive,1.289190287802731e-13,,1.2309524876080795e-13,-3.8310255991884105e-14,7.300642921089735e-14,,6.782799421513907e-14,-2.7005590289360928e-14,2.5592507076545532e-14,,2.5592507076545532e-14,0.0,0.0,,0.0,0.0,3.3202683868210324e-13,,-3.3160352727401324e-13,-1.67607369964493e-14,,,,,,3.175509571709785e-14,,2.967474746912334e-14,-1.1304665702523177e-14
tuned_5th,ANALYTICAL_REFERENCE,A,5,300.0,negative,20.00000000000001,6.038093139528569e-12,20.00000000000001,2.1076921165370993e-12,1.6817010603508136,-82.14658684620477,0.22978615893393517,-1.6659282029989886,19.84027903279169,4.816624500363849,19.77021384106591,1.665928203002569,0.0,,0.0,0.0,0.6348779068633366,4.8166245003558394,0.6326358596525503,0.05330877699638353,99.2013951639584,8.408505301754063,98.85106920533038,1.1489307946687974,0.0,1.4818609648888694e-12,7.409304824444343e-12,1.6342482922482304e-13,-1.4728218644677327e-12
tuned_5th,ANALYTICAL_REFERENCE,A,6,360.0,zero,9.636889339578156e-14,,-7.567845650855795e-14,5.966351342998344e-14,3.92815043311173e-14,,-3.579810805799007e-14,-1.617195232444288e-14,5.5074224284821204e-14,,-3.8310255991884105e-14,3.956632995883113e-14,0.0,,0.0,0.0,3.1634117498788654e-13,,2.9140916033170863e-13,-1.2309524876080795e-13,,,,,,3.630310457368818e-14,,-1.5700924586837751e-15,3.626913579559519e-14
tuned_5th,ANALYTICAL_REFERENCE,A,7,420.0,positive,14.000000000000012,20.00000000001416,13.155696691001546,4.788282006562618,9.451840401511614,20.16226656235096,8.872633731341951,3.25786090020741,4.548276275599926,19.66278995369927,4.283062959658691,1.5304211063576156,0.0,,0.0,0.0,4.992144236630467,107.99213668230514,-1.5420057996182623,4.748022977331347,32.48768768285659,67.5131457250829,32.48712502641268,67.51287497358716,0.0,2.572015800445848e-12,1.8371541431756044e-11,9.041656312547275e-13,-2.4078516958070395e-12
tuned_5th,ANALYTICAL_REFERENCE,A,8,480.0,negative,1.0965721766439742e-13,,6.877004969034935e-14,8.541302975239736e-14,1.7502749610661967e-13,,1.2686347066164901e-13,1.2058310082691391e-13,3.201795431063629e-14,,-2.951773822325497e-14,-1.2403730423601822e-14,0.0,,0.0,0.0,2.1222818437827452e-13,,2.260933140504636e-14,-2.1102042644709936e-13,,,,,,3.653595367785535e-14,,-2.85756827480447e-14,-2.2766340650914733e-14
tuned_5th,ANALYTICAL_REFERENCE,A,9,540.0,zero,1.1044883448157216e-13,,-1.0551021322354968e-13,3.265792314062252e-14,4.2632564145606005e-14,,-3.014577520672848e-14,3.014577520672848e-14,7.944109290391272e-15,,7.53644380168212e-15,-2.51214793389404e-15,0.0,,0.0,0.0,6.961372816036953e-14,,4.019436694230464e-14,5.683734700435265e-14,,,,,,8.305299365617429e-14,,-8.290088181850332e-14,5.024295867788081e-15
tuned_5th,ANALYTICAL_REFERENCE,A,10,600.0,positive,1.2727011026514838e-13,,5.966351342998344e-14,1.1241862004175828e-13,8.549149833096079e-14,,6.468780929777152e-14,5.589529152914239e-14,9.505804485027749e-14,,8.352891880197683e-14,-4.5375672055961093e-14,0.0,,0.0,0.0,1.716966278879967e-13,,-3.391399710756954e-14,-1.6831391157090068e-13,,,,,,1.350002894264465e-13,,-8.855321466976491e-14,1.0189900056857699e-13
tuned_5th,ANALYTICAL_REFERENCE,A,11,660.0,negative,8.999999999999941,-10.000000000005835,8.863269777109656,-1.5628335990032658,6.938917173023423,-9.83398532443442,6.836962028096749,-1.185125208761745,2.061210013988995,-10.55888469955563,2.0263077490129002,-0.3777083902414474,0.0,,0.0,0.0,5.756675354705205,78.78462988990523,1.119658932011888,5.646740211434939,22.90233348876676,77.09907970026076,22.90124394301747,77.09875605698232,0.0,7.368745174180622e-14,8.187494637978523e-13,6.661338147750939e-15,-7.338574192772285e-14
tuned_5th,ANALYTICAL_REFERENCE,A,12,720.0,zero,4.52883909360294e-14,,-1.507288760336424e-14,4.270651487619868e-14,1.5338509587737478e-13,,-1.3063169256249008e-13,-8.038873388460928e-14,4.121305784037373e-14,,-9.106536260365895e-15,4.019436694230464e-14,0.0,,0.0,0.0,3.254564970404427e-13,,3.215549355384371e-13,5.02429586778808e-14,,,,,,1.49713070597252e-13,,1.2466534121949174e-13,8.290088181850331e-14
tuned_5th,ANALYTICAL_REFERENCE,A,13,780.0,positive,7.0000000000000435,30.000000000069008,6.062177826486892,3.500000000007323,5.483475362443617,30.141190283271854,4.74205826640239,2.7534315768820035,1.516601484677278,29.48950142326472,1.3201195600845348,0.7465684231251265,0.0,,0.0,0.0,5.375894683608162,118.9722619097157,-2.6040088838669195,4.70312464027785,21.66573549538955,78.33536232062261,21.664875523264033,78.33512447673499,0.0,1.9577060339290582e-13,2.796722905612923e-12,-3.241851231905457e-14,1.9306778398231472e-13
