channel,order,expected_sequence,zero_rms,positive_rms,negative_rms,unwanted_sequence_pct
Ifilter,10,positive,7.534879232605676e-17,8.758920955083177e-17,7.98982484162632e-17,
Ifilter,11,negative,5.189961591866207e-17,3.855284319791868e-17,7.467608599532172e-12,
Ifilter,12,zero,4.5633371753345795e-17,1.6555574184993378e-17,3.45511601153741e-17,
Ifilter,13,positive,8.381191313643779e-17,6.864117884272606e-12,8.50491713081272e-17,
Ifilter,14,negative,1.0171716212060199e-16,3.0888408181618283e-17,1.3217806371748738e-16,
Ifilter,15,zero,2.5441534357541292e-17,1.1512753418710513e-17,3.692851757551942e-17,
Ifilter,16,positive,6.810616289261621e-17,3.721858577607706e-17,6.646920578904854e-17,
Ifilter,17,negative,4.804186776657359e-17,4.6950655315888e-18,5.0522690402938905e-17,
Ifilter,18,zero,8.548324333816244e-17,1.6030922132022022e-17,9.92613708497925e-17,
Ifilter,19,positive,2.5082009474048473e-17,5.916440259818077e-17,5.056823644799473e-17,
Ifilter,20,negative,5.725380940927231e-17,5.063315930813112e-17,1.0266395938234008e-16,
Ifilter,21,zero,3.47857797124069e-17,1.679946530986704e-17,4.889416768718956e-17,
Ifilter,22,positive,6.798325978737246e-17,5.849668674480858e-17,5.762235342327378e-17,
Ifilter,23,negative,8.91927095321957e-17,7.521933800609984e-17,6.822254469659428e-17,
Ifilter,24,zero,2.319330408436948e-17,1.0402221665999168e-16,1.164321124438908e-16,
Ifilter,25,positive,4.376960212567164e-17,5.1520357340693645e-17,6.519107463426837e-17,
Ilinear,1,positive,0.0,0.0,0.0,
Ilinear,2,negative,0.0,0.0,0.0,
Ilinear,3,zero,0.0,0.0,0.0,
Ilinear,4,positive,0.0,0.0,0.0,
Ilinear,5,negative,0.0,0.0,0.0,
Ilinear,6,zero,0.0,0.0,0.0,
Ilinear,7,positive,0.0,0.0,0.0,
Ilinear,8,negative,0.0,0.0,0.0,
Ilinear,9,zero,0.0,0.0,0.0,
Ilinear,10,positive,0.0,0.0,0.0,
Ilinear,11,negative,0.0,0.0,0.0,
Ilinear,12,zero,0.0,0.0,0.0,
Ilinear,13,positive,0.0,0.0,0.0,
Ilinear,14,negative,0.0,0.0,0.0,
Ilinear,15,zero,0.0,0.0,0.0,
Ilinear,16,positive,0.0,0.0,0.0,
Ilinear,17,negative,0.0,0.0,0.0,
Ilinear,18,zero,0.0,0.0,0.0,
Ilinear,19,positive,0.0,0.0,0.0,
Ilinear,20,negative,0.0,0.0,0.0,
Ilinear,21,zero,0.0,0.0,0.0,
Ilinear,22,positive,0.0,0.0,0.0,
Ilinear,23,negative,0.0,0.0,0.0,
Ilinear,24,zero,0.0,0.0,0.0,
Ilinear,25,positive,0.0,0.0,0.0,
Vpcc,1,positive,1.7196197647629468e-09,275.2314236088203,3.7190877740790075e-09,1.488711679399951e-09
Vpcc,2,negative,8.599634933944619e-10,1.908909258150125e-09,1.918933428601527e-09,
Vpcc,3,zero,5.698744344172742e-10,1.2304137313849373e-09,1.374193359147184e-09,
Vpcc,4,positive,4.2665866250440023e-10,9.26629015840273e-10,1.0051803519088516e-09,
Vpcc,5,negative,3.423932810272803e-10,7.772488287258933e-10,7.550648182283462,1.124834043802239e-08
Vpcc,6,zero,2.855202033982741e-10,6.629722621646513e-10,6.125061200249558e-10,
Vpcc,7,positive,2.4445084703190994e-10,7.394757714779579,5.101291858880415e-10,7.649673493549671e-09
Vpcc,8,negative,2.1496532830779874e-10,4.470868309131772e-10,4.5588930433528063e-10,
Vpcc,9,zero,1.9175974611995782e-10,4.118885778939938e-10,4.157797092863857e-10,
Vpcc,10,positive,1.7210811501145352e-10,3.5462751749850926e-10,3.5271184311894146e-10,
Vpcc,11,negative,1.5697105178496374e-10,3.1702970139373827e-10,7.467663698866931,4.737254954643522e-09
Vpcc,12,zero,1.416647584790306e-10,3.0420524925402667e-10,7.110191081170016e-10,
Vpcc,13,positive,1.307213516209063e-10,6.864039879673262,3.024834988819197e-10,4.800691491329767e-09
Vpcc,14,negative,1.2242847230626712e-10,2.5740980620397617e-10,2.6747852147215274e-10,
Vpcc,15,zero,1.1452758667251615e-10,2.4329205582104577e-10,2.3164810367768893e-10,
Vpcc,16,positive,1.0768061274641983e-10,2.279139322784697e-10,2.3862228622391494e-10,
Vpcc,17,negative,1.0153584714355325e-10,2.2098844884571164e-10,2.241709142863833e-10,
Vpcc,18,zero,9.56136675925942e-11,2.0399129577344558e-10,2.0502467229364937e-10,
Vpcc,19,positive,8.980739599218826e-11,1.9890498599326135e-10,2.1715336960213064e-10,
Vpcc,20,negative,8.524393832335333e-11,1.8175525080440485e-10,1.79382490116776e-10,
Vpcc,21,zero,8.13192398200775e-11,1.7817879391396025e-10,1.7404692287540403e-10,
Vpcc,22,positive,7.815465356668089e-11,1.69947651953826e-10,1.8648068853659847e-10,
Vpcc,23,negative,7.474719458652044e-11,1.5856636785788437e-10,1.6249039035995165e-10,
Vpcc,24,zero,7.180654497969892e-11,1.7027663649595883e-10,1.5630226697866695e-10,
Vpcc,25,positive,6.906072156154849e-11,1.4936745326550109e-10,1.4871860136826677e-10,
