case,origin,phase,order,frequency_hz,sequence,Iload_rms,Iload_angle_deg,Iload_real,Iload_imag,Iload_theory_error_pct,Isystem_rms,Isystem_angle_deg,Isystem_real,Isystem_imag,Isystem_theory_error_pct,Ifilter_rms,Ifilter_angle_deg,Ifilter_real,Ifilter_imag,Ifilter_theory_error_pct,Ilinear_rms,Ilinear_angle_deg,Ilinear_real,Ilinear_imag,Ilinear_theory_error_pct,Vpcc_rms,Vpcc_angle_deg,Vpcc_real,Vpcc_imag,Vpcc_theory_error_pct,filter_magnitude_pct,system_magnitude_pct,filter_projection_pct,system_projection_pct,linear_projection_pct,kcl_error_a,kcl_error_pct,kcl_real_a,kcl_imag_a
tuned_5th,PSCAD_EMTDC,A,1,60.0,positive,99.9999999997614,-179.99999998842426,-99.9999999997614,-2.020348338200412e-08,2.0204880004693435e-08,107.50661098829254,-160.33882587553393,-101.23884200699075,-36.171373698985036,4.4086460813392325e-05,36.19258215890275,88.03842991819222,1.2388420072294464,36.171373678781535,0.00013089911489515672,0.0,,0.0,0.0,,277.9562615504991,-1.7228387424240463,277.83061292634585,-8.356665369658266,4.403552606509265e-06,36.192582158989104,107.50661098854906,-1.2388420145402796,101.23884201454018,-0.0,9.609171085797121e-14,9.609171085820048e-14,-9.50350909079134e-14,1.4210854715202004e-14
tuned_5th,PSCAD_EMTDC,A,2,120.0,negative,5.845434350146845e-11,,5.579229346385273e-11,1.7439330957092424e-11,,4.789687662253572e-10,,1.7839767337755136e-10,4.4450573579304615e-10,,4.443429706668565e-10,,-1.2261118925579574e-10,-4.2709152631529264e-10,,0.0,,0.0,0.0,,8.74919315553587e-11,,-1.9027008451313457e-11,8.5397956864794e-11,,,,,,,2.5784436774486485e-14,,5.809342097098233e-15,2.5121479338931718e-14
tuned_5th,PSCAD_EMTDC,A,3,180.0,zero,2.061040366958372e-11,,-6.534724813041871e-12,1.9547023073629524e-11,,6.858869265783128e-10,,2.5685833372289694e-10,6.359753709446151e-10,,6.703616529184361e-10,,-2.6343450897684807e-10,-6.164308600189195e-10,,0.0,,0.0,0.0,,1.0352820992095668e-10,,-2.199762338314316e-11,1.0116419729791299e-10,,,,,,,4.1526496828105007e-14,,4.1450440909268354e-14,2.5121479339138513e-15
tuned_5th,PSCAD_EMTDC,A,4,240.0,positive,1.1221713431077715e-10,,-1.0968163486778073e-10,2.3719700791827525e-11,,1.801960099435403e-09,,8.623632343403277e-10,1.5822104322798962e-09,,1.8367734951924366e-09,,-9.720155084791312e-10,-1.558500152042821e-09,,0.0,,0.0,0.0,,5.575622645654088e-10,,-4.662251387925105e-10,3.0579371940118587e-10,,,,,,,3.083503296433494e-14,,-2.936072897720455e-14,9.420554752176942e-15
tuned_5th,PSCAD_EMTDC,A,5,300.0,negative,20.00000000014253,-1.9975293131137875e-07,20.00000000014253,-6.972692683836958e-08,3.486353625745869e-07,1.6812449251315358,-81.97911624836244,0.23459088778924927,-1.664797769594492,0.2935075316345706,19.835396360047387,4.814535861005067,19.765409112353247,1.6647976998675527,0.024878355260541843,0.0,,0.0,0.0,,0.6347244469840637,4.984184855497718,0.6323243744909135,0.055145344535151394,0.2934098784711159,99.17698179953014,8.40622462559777,98.82704553204162,1.1729544679581954,0.0,3.764032658966892e-14,1.882016329470034e-13,3.552713678800501e-14,1.2434497875801753e-14
tuned_5th,PSCAD_EMTDC,A,6,360.0,zero,4.015174245898104e-10,,3.9679549326026816e-10,6.139689550437033e-11,,4.423235816496023e-10,,-9.728920910988143e-11,-4.3149155342150807e-10,,6.979377980205324e-10,,4.941269378572881e-10,4.929054059244321e-10,,0.0,,0.0,0.0,,2.313618976395989e-10,,2.3128592382982256e-10,-5.928669123989934e-12,,,,,,,4.5512373853470666e-14,,-4.2235487138513035e-14,-1.69569985537117e-14
tuned_5th,PSCAD_EMTDC,A,7,420.0,positive,14.000000000108974,20.00000023570583,13.15569667140688,4.788282060717101,4.113850189080183e-07,9.452211455156158,20.16230973015891,8.872979592264304,3.257995480083804,0.003926451991604067,4.547905297919653,19.662660213421887,4.282717079142544,1.5302865806333135,0.00815958795142141,0.0,,0.0,0.0,,4.992629541368575,107.99230567041724,-1.5421697088532387,4.748480001689141,0.009725842059636268,32.48503784203037,67.51579610773274,32.48447479768591,67.51552520231392,0.0,3.505844540393816e-14,2.504174671690376e-13,3.108624468950438e-14,-1.6209256159527285e-14
tuned_5th,PSCAD_EMTDC,A,8,480.0,negative,8.286376470709257e-11,,-6.100248827874897e-11,-5.608119047625055e-11,,2.9275713253038826e-10,,-2.055426878772434e-10,-2.0846808414626302e-10,,2.0996388555169212e-10,,1.4447613982618014e-10,1.5235313668215075e-10,,0.0,,0.0,0.0,,1.52922905409706e-10,,1.3722859303689583e-10,-6.74813178002617e-11,,,,,,,7.240986575360776e-14,,6.405977231428622e-14,3.375698786173473e-14
tuned_5th,PSCAD_EMTDC,A,9,540.0,zero,2.8866123657068768e-11,,4.970284687209358e-12,-2.8435002463746636e-11,,1.9184353876925946e-10,,-1.2802227249424164e-10,-1.4287841374022352e-10,,1.7548719959485399e-10,,1.330069284339869e-10,1.1447669723660098e-10,,0.0,,0.0,0.0,,1.2009847256181427e-10,,1.1834477701781433e-10,-2.0448884181897485e-11,,,,,,,3.625586905362496e-14,,-1.4371252535893403e-14,-3.3285960124100036e-14
tuned_5th,PSCAD_EMTDC,A,10,600.0,positive,4.300546334188257e-11,,3.6903453148903444e-11,-2.208178033892861e-11,,1.3838949890223268e-10,,-8.385298588544915e-11,-1.100923710549724e-10,,1.4945852766136838e-10,,1.2080919414096438e-10,8.799426175447349e-11,,0.0,,0.0,0.0,,7.36384007161181e-11,,7.206347563168443e-11,-1.514825204138106e-11,,,,,,,5.5224417240788284e-14,,-5.275510661177729e-14,1.6328961570310787e-14
