time_s,Iload_A,Isystem_A,Ifilter_A,Ilinear_A,Vpcc_A,Iload_B,Isystem_B,Ifilter_B,Ilinear_B,Vpcc_B,Iload_C,Isystem_C,Ifilter_C,Ilinear_C,Vpcc_C
0.0,9.51122035100761,-45.07250283792508,54.58372318893306,0.0,13.702369319887557,129.53202534041466,145.4343914486397,-15.902366108224909,0.0,-340.0125161299011,-139.04324569142227,-100.3618886107149,-38.681357080708125,0.0,326.3101468100136
1.9999999999999998e-05,12.344260532964022,-43.63252816574739,55.97678869871177,0.0,16.25407934968745,129.00281111927296,145.09881173623438,-16.09600061696134,0.0,-341.1748933382067,-141.34707165223693,-101.46628357048725,-39.88078808175042,0.0,324.9208139885194
3.9999999999999996e-05,15.106941624180724,-42.24286448526245,57.34980610944354,0.0,18.66322173636568,128.5024229692146,144.79554446193038,-16.29312149271569,0.0,-342.2959864651737,-143.60936459339533,-102.55267997666823,-41.05668461672785,0.0,323.6327647288081
5.9999999999999995e-05,17.780623695257056,-40.91741989695697,58.698043592214376,0.0,20.93414464207297,128.0338829206172,144.52651934870602,-16.492636428088716,0.0,-343.3796125800632,-145.81450661587425,-103.60909945174933,-42.20540716412565,0.0,322.4454679379904
7.999999999999999e-05,20.347334639303384,-39.669573008411646,60.01690764771539,0.0,23.072200148897828,127.59973610518222,144.2932688907088,-16.693532785526475,0.0,-344.42965914431306,-147.94707074448561,-104.62369588229743,-43.32337486218889,0.0,321.3574589954154
9.999999999999999e-05,22.78989360189829,-38.51207611895566,61.301969720854316,0.0,25.08369458672739,127.20204450776279,144.09692438345363,-16.8948798756907,0.0,-345.45004084813417,-149.99193810966108,-105.5848482644982,-44.40708984516359,0.0,320.3663462614069
0.00011999999999999999,25.092027497966967,-37.45696394862396,62.54899144659128,0.0,26.975831186089515,126.84238604426571,143.93821625919853,-17.095830214932693,0.0,-346.44465683027835,-151.9344135422327,-106.48125231057486,-45.453161231658584,0.0,319.46882564418894
0.00014,27.23847969701893,-36.51546864100459,63.753948338023875,0.0,28.75664558817192,126.52185888322623,143.817478657316,-17.295619774089587,0.0,-347.41734874549735,-153.7603385802452,-107.30201001631166,-46.45832856393427,0.0,318.66070315732554
0.00015999999999999999,29.215110029950633,-35.69794171188952,64.9130517418405,0.0,30.434934804405604,126.24109087195292,143.73465811380598,-17.493567241852915,0.0,-348.37186013149386,-155.45620090190357,-108.03671640191672,-47.419484499987576,0.0,317.9369253270885
0.00017999999999999998,31.00898534945033,-35.01378355233881,66.0227689017895,0.0,32.02018027264357,126.0002538733964,143.68932621002833,-17.689072336631764,0.0,-349.31179750969835,-157.00923922284673,-108.67554265768972,-48.33369656515771,0.0,317.29161723705505
0.00019999999999999998,32.60845996119684,-34.47138102643474,67.07984098763194,0.0,33.52246570558968,125.79908276768955,143.68069597872406,-17.88161321103433,0.0,-350.2405936321874,-158.40754272888643,-109.20931495228956,-49.198227776597605,0.0,316.71812792659784
0.00021999999999999998,34.00324533374072,-34.0780536312621,68.08129896500317,0.0,34.95239046932109,125.63689882317549,143.70764182589014,-18.07074300271453,0.0,-351.1614732607415,-159.64014415691625,-109.62958819462831,-50.01055596228865,0.0,316.20908279142054
0.00023999999999999998,35.184468590355095,-33.84000861018082,69.02447720053627,0.0,36.320979265145226,125.51263709619917,143.7687226904747,-18.256085594275415,0.0,-352.0774218337135,-160.6971056865542,-109.92871408029414,-50.76839160626082,0.0,315.75644256856845
0.00026,36.14471938537677,-33.76230533095231,69.9070247163294,0.0,37.63958891634795,125.42487747745952,143.86220813055456,-18.437330653094886,0.0,-352.9911573423794,-161.56959686283628,-110.09990279960248,-51.46969406323452,0.0,315.3515684260317
0.00028,36.878084869714115,-33.848829158473464,70.72691402818793,0.0,38.919813082395386,125.37187896572468,143.98610699498244,-18.614228029257564,0.0,-353.90510570113315,-162.24996383543885,-110.1372778365092,-52.11268599893036,0.0,314.98529261873784
0.0003,37.380172554357905,-34.10227496849845,71.4824475228567,0.0,40.17338573669167,125.3516167175843,144.13819831375028,-18.78658159616576,0.0,-354.82137985568664,-162.73178927194218,-110.03592334525203,-52.69586592669093,0.0,314.6479941189951
0.00031999999999999997,37.64812098594646,-34.524140364548465,72.17226135049529,0.0,41.41208424997719,125.36182139497474,144.31606401877067,-18.95424262379573,0.0,-355.74176283075695,-163.0099423809212,-109.7919236542224,-53.21801872669953,0.0,314.32967858077996
0.00033999999999999997,37.680598253768366,-35.114728575976436,72.79532682974515,0.0,42.64763291985772,125.4000203107318,144.51712308964375,-19.11710277891173,0.0,-356.6676948740418,-163.08061856450013,-109.40239451366747,-53.67822405083339,0.0,314.02006195418414
0.00035999999999999997,37.47778845208328,-35.873160931626764,73.3509493837104,0.0,43.8916077778339,125.46357985661588,144.73866670642036,-19.275086849804275,0.0,-357.6002648070673,-162.94136830869923,-108.86550577479382,-54.075862533906104,0.0,313.70865702923356
0.00037999999999999997,37.0413663243816,-36.7973987214522,73.83876504583415,0.0,45.15534348866936,125.54974868826385,144.97789398351657,-19.428145295252506,0.0,-358.5402056462409,-162.59111501264545,-108.18049526206455,-54.41061975058162,0.0,313.38486215757166
0.00039999999999999996,36.37446041626939,-37.88427417855022,74.25873459481996,0.0,46.4498431331827,125.65570113743782,145.23194785584093,-19.57624671840289,0.0,-359.4878945096465,-162.03016155370722,-107.34767367729089,-54.68248787641704,0.0,313.0380513764639
0.00041999999999999996,35.4816051601808,-39.12953023706369,74.61113539724482,0.0,47.785691634821376,125.77858032379308,145.4979506898957,-19.719370366102364,0.0,-360.44335677730834,-161.26018548397383,-106.36842045283217,-54.89176503114243,0.0,312.6576651424872
0.00043999999999999996,34.36868240723378,-40.52786864793469,74.8965510551688,0.0,49.17297355299147,125.91554044612941,145.77303919905853,-19.857498752928883,0.0,-361.40627442530536,-160.2842228533632,-105.24517055112402,-55.0390523022399,0.0,312.23330087231403
0.00045999999999999996,33.042853008463496,-42.073005965240576,75.11585897370442,0.0,50.62119592244747,126.06378774663096,146.05439825337575,-19.990610506744513,0.0,-362.3759984077633,-159.1066407550945,-103.98139228813528,-55.1252484669599,0.0,311.7548024853159
0.00047999999999999996,31.512479128633437,-43.75773685138128,75.27021598001504,0.0,52.13921676852112,126.22061966077099,146.33929318985585,-20.11867352908461,0.0,-363.35156491586633,-157.7330987894044,-102.5815563384747,-55.15154245093042,0.0,311.21234814734544
0.0005,29.787038050154713,-45.57400409027282,75.36104214042788,0.0,53.73517987307109,126.38346169013772,146.62510024927303,-20.241638559135072,0.0,-364.3317153000946,-156.17049974029237,-101.05109615900034,-55.11940358129277,0.0,310.59653542702364
0.00052,27.87702829170246,-47.512974644441194,75.390002936144,0.0,55.41645630629212,126.54990156515406,146.9093347896426,-20.359433224488274,0.0,-365.31491940135345,-154.42692985685656,-99.39636014520154,-55.03056971165572,0.0,309.8984630950614
0.00054,25.79386892535486,-49.5651210449385,75.3589899702937,0.0,57.18959317550579,126.71772029917199,147.18967695454535,-20.471956655373113,0.0,-366.2994019989654,-152.51158922452683,-97.62455590960698,-54.887033314920565,0.0,309.10980882345973
0.00056,23.549793027006135,-51.72030736271282,75.27010038971927,0.0,59.0602699743732,126.88491977434985,147.46399450604764,-20.5790747316975,0.0,-367.28317204901555,-150.43471280135603,-95.74368714333495,-54.69102565802176,0.0,308.22290207464243
0.00058,21.15773623702015,-53.96787897676759,75.12561521378808,0.0,61.033262845259365,127.04974654262779,147.7303625667339,-20.680616024105806,0.0,-368.26405435567005,-148.2074827796479,-93.76248358996635,-54.44499918968224,0.0,307.23079151041094
0.0006,18.6312214412667,-56.29675532840795,74.92797676967498,0.0,63.11241699440509,127.21071157153241,147.9870800529631,-20.77636848143043,0.0,-369.2397232911376,-145.8419330127991,-91.6903247245553,-54.15160828824454,0.0,306.1273062967327
0.00062,15.984240606586024,-58.695524832272945,74.6797654388593,0.0,65.3006274248055,127.36660571395898,148.23268262146314,-20.86607690750388,0.0,-370.20773815720173,-143.35084632054497,-89.53715778919032,-53.8136885313554,0.0,304.9071107323964
0.0006399999999999999,13.231134819200367,-61.152541103816624,74.38367592301734,0.0,67.59982807594896,127.51651073294828,148.46595199334868,-20.94944126040009,0.0,-371.165579762974,-140.74764555214867,-87.31341088953214,-53.43423466261723,0.0,303.5657516870253
0.00066,10.386473579574712,-63.656019659471326,74.04249323904637,0.0,70.01098938353638,127.65980576623318,148.68592156313503,-21.026115796901603,0.0,-372.11068777988356,-138.04627934580785,-85.0299019036638,-53.01637744214474,0.0,302.0996983963474
0.0006799999999999999,7.464934402738073,-66.19413424988817,73.65906865262657,0.0,72.53412419667717,127.79616917038318,148.89187824483963,-21.095709074456135,0.0,-373.0404984260899,-135.2611035731213,-82.6977439949516,-52.563359578170406,0.0,300.506374229413
0.0007,4.48118375922619,-68.75511199830623,73.23629575753273,0.0,75.16830191553494,127.92557574012413,149.0833605523334,-21.157784812208956,0.0,-373.95248202857385,-132.40675949935027,-80.32824855402724,-52.07851094532378,0.0,298.78418011303916
0.0007199999999999999,1.4497603687850233,-71.32732653509811,72.77708690388344,0.0,77.91167063965362,128.0482893542339,149.26015295622946,-21.211863601995216,0.0,-374.8441800121744,-129.49804972301888,-77.9328264211314,-51.5652233018882,0.0,296.93250937252094
0.00074,-1.6150381729354812,-73.89938834564629,72.28435017271111,0.0,80.76148704688633,128.16485115471653,149.4222766042842,-21.257425449567346,0.0,-375.71324087079506,-126.54981298178099,-75.52288825863796,-51.02692472314374,0.0,294.9517538239089
0.0007599999999999999,-4.6992644949170685,-76.46023158163833,71.76096708672156,0.0,83.71415365561165,128.27606342010787,149.5699765360434,-21.293913115935204,0.0,-376.55745468684296,-123.57679892519083,-73.10974495440516,-50.46705397078637,0.0,292.8433010312315
0.00078,-7.789425387305553,-78.99919662527145,71.20977123796621,0.0,86.7652630593501,128.3829693461871,149.70370556481402,-21.320736218626568,0.0,-377.374785780578,-120.59354395888153,-70.70450893954259,-49.88903501933962,0.0,290.60952272122813
0.0007999999999999999,-10.872579738855668,-81.50610774132892,70.63352800247358,0.0,89.90964866355299,128.4868289974675,149.82410504051393,-21.337276043046067,0.0,-378.1634030912903,-117.61424925861184,-68.317997299185,-49.29625195942748,0.0,288.25375442773753
