channel,order,expected_sequence,zero_rms,positive_rms,negative_rms,unwanted_sequence_pct
Ifilter,10,positive,3.988913890060275e-15,1.00551762509844e-11,4.4418613331069464e-11,
Ifilter,11,negative,3.7534924778714006e-12,7.506827488525695e-12,2.060518811146772,4.0732088663720096e-10
Ifilter,12,zero,9.36222258287153e-15,6.186829910864118e-12,1.906751812688175e-11,
Ifilter,13,positive,3.248418641989253e-12,1.5162488837505532,1.616891630172435e-11,1.0876842583416982e-09
Ifilter,14,negative,6.4857178094996614e-15,5.3233655037089115e-12,1.7471599518539804e-11,
Ifilter,15,zero,4.782987168225833e-15,5.2107280590787265e-12,1.598917339889855e-11,
Ifilter,16,positive,5.268070320500248e-15,5.10164722436543e-12,1.463454479859013e-11,
Ifilter,17,negative,3.0861016127305484e-15,5.025449747187996e-12,1.346192366030527e-11,
Ifilter,18,zero,5.029744623177335e-15,4.898459465883636e-12,1.2361186960620985e-11,
Ifilter,19,positive,5.739135988399224e-15,4.7683703355254375e-12,1.157647027358065e-11,
Ifilter,20,negative,2.03237874200387e-15,4.6753466515360614e-12,1.0767974114182717e-11,
Ifilter,21,zero,2.9664364327723057e-15,4.537011719009415e-12,1.002148947321985e-11,
Ifilter,22,positive,3.509980037269466e-15,4.518359488128074e-12,9.519240868251179e-12,
Ifilter,23,negative,2.2376495408936446e-15,4.307015499683928e-12,8.897872086771598e-12,
Ifilter,24,zero,1.556073495362677e-15,4.1624956881735036e-12,8.44180203996377e-12,
Ifilter,25,positive,1.0494756331894636e-14,4.131066485794058e-12,7.972310937906646e-12,
Ilinear,1,positive,0.0,0.0,0.0,
Ilinear,2,negative,0.0,0.0,0.0,
Ilinear,3,zero,0.0,0.0,0.0,
Ilinear,4,positive,0.0,0.0,0.0,
Ilinear,5,negative,0.0,0.0,0.0,
Ilinear,6,zero,0.0,0.0,0.0,
Ilinear,7,positive,0.0,0.0,0.0,
Ilinear,8,negative,0.0,0.0,0.0,
Ilinear,9,zero,0.0,0.0,0.0,
Ilinear,10,positive,0.0,0.0,0.0,
Ilinear,11,negative,0.0,0.0,0.0,
Ilinear,12,zero,0.0,0.0,0.0,
Ilinear,13,positive,0.0,0.0,0.0,
Ilinear,14,negative,0.0,0.0,0.0,
Ilinear,15,zero,0.0,0.0,0.0,
Ilinear,16,positive,0.0,0.0,0.0,
Ilinear,17,negative,0.0,0.0,0.0,
Ilinear,18,zero,0.0,0.0,0.0,
Ilinear,19,positive,0.0,0.0,0.0,
Ilinear,20,negative,0.0,0.0,0.0,
Ilinear,21,zero,0.0,0.0,0.0,
Ilinear,22,positive,0.0,0.0,0.0,
Ilinear,23,negative,0.0,0.0,0.0,
Ilinear,24,zero,0.0,0.0,0.0,
Ilinear,25,positive,0.0,0.0,0.0,
Vpcc,1,positive,1.71231593791416e-11,277.9513960072321,1.4272359369672771e-10,5.1716629310076345e-11
Vpcc,2,negative,2.629986403521098e-12,4.04180451938308e-11,2.4909779844677534e-11,
Vpcc,3,zero,4.086429643779513e-12,1.859919190914816e-11,1.1028911815915561e-10,
Vpcc,4,positive,3.706460691857818e-12,1.2867463545874882e-11,3.0199930577654616e-11,
Vpcc,5,negative,1.6945341643304653e-12,3.941573567691187e-11,1.5483065869600077,2.548083455623641e-09
Vpcc,6,zero,1.6558686532653152e-12,4.9875559756151326e-11,4.2947203348559285e-11,
Vpcc,7,positive,1.0542959581980325e-11,4.996862668951039,2.8946376882210366e-11,6.165188862515653e-10
Vpcc,8,negative,5.314002816243735e-13,7.001398332128869e-11,2.553297378214751e-11,
Vpcc,9,zero,2.2418877581880718e-13,2.997524727204981e-11,3.0795701058333616e-11,
Vpcc,10,positive,9.284587694749392e-13,2.6186999440043453e-11,2.3481666356071997e-11,
Vpcc,11,negative,9.387540622036935e-12,1.9537731160512543e-11,5.757981472964452,3.76451320240773e-10
Vpcc,12,zero,1.5304816875837516e-12,1.5725690346915526e-11,3.654216790505596e-10,
Vpcc,13,positive,1.213126431853131e-11,5.377243629477762,1.7667200831572154e-11,3.9855416778593053e-10
Vpcc,14,negative,7.168235105472099e-13,1.5931715368311578e-11,5.177390077001131e-12,
Vpcc,15,zero,4.763484702603361e-13,1.7096155013195203e-11,9.983772126076037e-12,
Vpcc,16,positive,3.4904796667665493e-13,1.0362893472145473e-11,1.0027170328671322e-11,
Vpcc,17,negative,1.5469114559204721e-13,6.700813485003474e-12,1.0903141881859622e-11,
Vpcc,18,zero,4.65908869219824e-13,9.48631956460376e-12,4.780505215202867e-12,
Vpcc,19,positive,9.22638081774732e-13,6.961429162644046e-12,1.9611365479372194e-11,
Vpcc,20,negative,7.848587448930258e-13,9.120407890461324e-12,7.901036017723219e-12,
Vpcc,21,zero,6.324524805919226e-13,8.295968723314325e-12,2.2737024469589174e-12,
Vpcc,22,positive,4.2960341309949254e-13,2.124904046769968e-12,1.8638375536575447e-11,
Vpcc,23,negative,2.544127787100339e-13,1.7751249073715303e-12,4.042947883486068e-12,
Vpcc,24,zero,1.7901979732165172e-13,2.0708606099024785e-11,4.666862229863482e-12,
Vpcc,25,positive,1.3601733916707068e-13,4.983146958015702e-12,2.8039082598817505e-12,
