case,origin,phase,order,frequency_hz,sequence,Iload_rms,Iload_angle_deg,Iload_real,Iload_imag,Isystem_rms,Isystem_angle_deg,Isystem_real,Isystem_imag,Ifilter_rms,Ifilter_angle_deg,Ifilter_real,Ifilter_imag,Ilinear_rms,Ilinear_angle_deg,Ilinear_real,Ilinear_imag,Vpcc_rms,Vpcc_angle_deg,Vpcc_real,Vpcc_imag,filter_magnitude_pct,system_magnitude_pct,filter_projection_pct,system_projection_pct,linear_projection_pct,kcl_error_a,kcl_error_pct,kcl_real_a,kcl_imag_a
without_filter,ANALYTICAL_REFERENCE,A,11,660.0,negative,8.999999999999941,-10.000000000005835,8.863269777109656,-1.5628335990032658,8.999999999999941,-10.000000000005853,8.863269777109656,-1.5628335990032685,0.0,,0.0,0.0,0.0,,0.0,0.0,7.466594124191237,78.61861521433651,1.473449045643175,7.319766097717898,0.0,100.0,0.0,100.0,0.0,2.6645352591003757e-15,2.96059473233377e-14,0.0,2.6645352591003757e-15
without_filter,ANALYTICAL_REFERENCE,A,12,720.0,zero,4.52883909360294e-14,,-1.507288760336424e-14,4.270651487619868e-14,3.2754401705733774e-14,,-1.7585035537258278e-14,2.7633627272834437e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.1272962697141465e-13,,3.1150634380286096e-13,2.7633627272834437e-14,,,,,,1.528079932285676e-14,,2.5121479338940383e-15,1.5072887603364242e-14
without_filter,ANALYTICAL_REFERENCE,A,13,780.0,positive,7.0000000000000435,30.000000000069008,6.062177826486892,3.500000000007323,7.000000000000048,30.000000000069182,6.062177826486886,3.5000000000073435,0.0,,0.0,0.0,0.0,,0.0,0.0,6.862666520395851,118.83107162651355,-3.309375621194281,6.012006717229037,0.0,100.00000000000006,0.0,100.00000000000007,0.0,2.135325743809934e-14,3.050465348299887e-13,6.217248937900877e-15,-2.042810365310288e-14
without_filter,ANALYTICAL_REFERENCE,A,14,840.0,negative,1.1519129679046948e-13,,1.1241862004175828e-13,2.51214793389404e-14,1.1121753006547782e-13,,1.0551021322354968e-13,3.5170071074516555e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.885013605641001e-13,,-3.4416426694348345e-13,-3.466764148773775e-13,,,,,,1.2194272452022734e-14,,6.908406818208603e-15,-1.0048591735576156e-14
without_filter,ANALYTICAL_REFERENCE,A,15,900.0,zero,1.132209773400735e-14,,-3.76822190084106e-15,1.067662871904967e-14,3.007372653722664e-14,,-2.637755330588742e-14,1.444485061989073e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,7.848201034610198e-14,,-6.029155041345696e-14,-5.02429586778808e-14,,,,,,2.2921198984285134e-14,,2.260933140504636e-14,-3.7682219008410606e-15
without_filter,ANALYTICAL_REFERENCE,A,16,960.0,positive,1.0409511705222208e-13,,1.0299806528965563e-13,-1.507288760336424e-14,1.2175497579529658e-13,,1.130466570252318e-13,-4.521866281009272e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.7985803387026805e-13,,-3.0145775206728477e-13,2.311176099182517e-13,,,,,,3.17764371615651e-14,,-1.0048591735576166e-14,3.0145775206728485e-14
without_filter,ANALYTICAL_REFERENCE,A,17,1020.0,negative,5.96734289794683e-14,,3.893829297535762e-14,-4.521866281009272e-14,3.5170071074516555e-14,,3.5170071074516555e-14,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.8859522924667253e-13,,-1.2560739669470198e-13,1.4068028429806622e-13,,,,,,4.537540041285411e-14,,3.768221900841065e-15,-4.521866281009272e-14
without_filter,ANALYTICAL_REFERENCE,A,18,1080.0,zero,3.5198097273142463e-14,,-3.391399710756954e-14,9.420554752102649e-15,3.316130428493563e-14,,-3.014577520672848e-14,1.3816813636417219e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.197691391825911e-13,,-1.1807095289301988e-13,2.009718347115232e-14,,,,,,5.790214889958143e-15,,-3.768221900841059e-15,-4.396258884314569e-15
without_filter,ANALYTICAL_REFERENCE,A,19,1140.0,positive,1.7931968162647086e-13,,1.1430273099217881e-13,1.3816813636417219e-13,1.5898145616165808e-13,,8.290088181850331e-14,1.3565598843027815e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,3.056159864571351e-13,,-2.1102042644709936e-13,-2.210690181826755e-13,,,,,,3.1502174826002614e-14,,3.14018491736755e-14,2.512147933894035e-15
without_filter,ANALYTICAL_REFERENCE,A,20,1200.0,negative,1.805234928290453e-13,,1.2811954462859604e-13,1.2717748915338577e-13,2.061349029865568e-13,,1.5575317190143048e-13,1.3502795144680463e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,4.156826826794814e-13,,-1.8589894710815895e-13,-3.717978942163179e-13,,,,,,2.872711462145704e-14,,-2.7633627272834437e-14,-7.850462293418863e-15
without_filter,ANALYTICAL_REFERENCE,A,21,1260.0,zero,9.607198689254525e-14,,5.063548179255174e-14,-8.164480785155629e-14,7.340312384546493e-14,,3.7996237500147354e-14,-6.280369834735099e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,5.5171717486484197e-14,,-3.4542034091043046e-14,4.302053336793543e-14,,,,,,2.2687836027980547e-14,,1.2639244292404384e-14,-1.88411095042053e-14
without_filter,ANALYTICAL_REFERENCE,A,22,1320.0,positive,1.8843726143271344e-13,,-1.5261298698406293e-13,1.1053450909133775e-13,1.8943098819133576e-13,,-1.5010083905016887e-13,1.1555880495912584e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,5.880787539512812e-13,,4.923809950432318e-13,-3.215549355384371e-13,,,,,,5.617333549722744e-15,,-2.5121479338940604e-15,-5.0242958677880955e-15
without_filter,ANALYTICAL_REFERENCE,A,23,1380.0,negative,1.0710010267206153e-13,,-1.004859173557616e-13,3.705418202493709e-14,1.4494462262480104e-13,,-1.3063169256249008e-13,6.280369834735099e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.303278009188492e-13,,1.7082605950479472e-13,-1.5449709793448345e-13,,,,,,3.964600047486336e-14,,3.0145775206728485e-14,-2.5749516322413904e-14
without_filter,ANALYTICAL_REFERENCE,A,24,1440.0,zero,9.166973760662144e-14,,3.328596012409603e-14,-8.541302975239736e-14,8.905068360060028e-14,,3.8310255991884105e-14,-8.038873388460928e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.51016883781994e-13,,-4.898688471093378e-14,2.461904975216159e-13,,,,,,7.105427357601001e-15,,-5.0242958677880766e-15,-5.024295867788083e-15
without_filter,ANALYTICAL_REFERENCE,A,25,1500.0,positive,6.396118084022657e-14,,-2.135325743809934e-14,6.029155041345696e-14,5.596228903223506e-14,,-3.893829297535762e-14,4.019436694230464e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.129070069941257e-13,,1.0551021322354968e-13,-4.019436694230464e-14,,,,,,2.670449884045373e-14,,1.758503553725828e-14,2.009718347115232e-14
without_filter,ANALYTICAL_REFERENCE,B,1,60.0,positive,100.0,59.99999999999867,50.000000000002004,86.60254037844271,100.00000000000004,59.999999999998685,50.000000000002004,86.60254037844275,0.0,,0.0,0.0,0.0,,0.0,0.0,275.231423359518,-121.56978460501763,-144.09374231674914,-234.49803800812603,0.0,100.00000000000004,0.0,100.00000000000004,0.0,4.263256414560601e-14,4.263256414560601e-14,0.0,-4.263256414560601e-14
without_filter,ANALYTICAL_REFERENCE,B,2,120.0,negative,5.67600910580895e-14,,5.1499032644827815e-14,-2.3865405371993378e-14,3.603969312364349e-14,,3.328596012409603e-14,-1.3816813636417219e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,9.183094836062957e-14,,-5.903547644650994e-14,7.034014214903311e-14,,,,,,2.0801206852337312e-14,,1.8213072520731786e-14,-1.004859173557616e-14
without_filter,ANALYTICAL_REFERENCE,B,3,180.0,zero,1.084178118126615e-13,,-4.7730810743986756e-14,-9.734573243839404e-14,9.887943193257746e-14,,-4.270651487619868e-14,-8.918125165323841e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.7358202186432055e-13,,1.9594753884373512e-13,1.9092324297594702e-13,,,,,,9.586568492335925e-15,,-5.0242958677880766e-15,-8.164480785155633e-15
without_filter,ANALYTICAL_REFERENCE,B,4,240.0,positive,7.465983629965759e-14,,7.285229008292716e-14,-1.632896157031126e-14,6.325426871983401e-14,,6.280369834735099e-14,-7.53644380168212e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,1.4938305555481176e-13,,-1.4068028429806622e-13,-5.02429586778808e-14,,,,,,1.335224942022687e-14,,1.0048591735576166e-14,-8.79251776862914e-15
without_filter,ANALYTICAL_REFERENCE,B,5,300.0,negative,19.999999999999954,120.00000000001012,-10.000000000003036,17.320508075686966,19.999999999999943,120.00000000001009,-10.000000000003023,17.32050807568696,0.0,,0.0,0.0,0.0,,0.0,0.0,7.550425243009217,-153.03678865343156,-6.729677711242729,-3.4235010227942997,0.0,99.99999999999994,0.0,99.99999999999993,0.0,1.432144669219779e-14,7.160723346098912e-14,-1.2434497875801753e-14,7.105427357601002e-15
without_filter,ANALYTICAL_REFERENCE,B,6,360.0,zero,5.862650393847435e-14,,-4.207847789272517e-14,4.0822403925778147e-14,7.534611804481377e-14,,-4.8358847727460265e-14,5.777940247956292e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.7415998910699295e-13,,7.536443801682119e-14,-1.5700924586837749e-13,,,,,,1.8082666982890257e-14,,6.280369834735094e-15,-1.6956998553784775e-14
without_filter,ANALYTICAL_REFERENCE,B,7,420.0,positive,14.000000000000124,-99.99999999998975,-2.431074487334577,-13.78730854217147,14.000000000000147,-99.99999999998973,-2.431074487334577,-13.787308542171495,0.0,,0.0,0.0,0.0,,0.0,0.0,7.394329182880868,-12.170129880034,7.228148524701926,-1.5588370568000363,0.0,100.00000000000017,-0.0,100.00000000000017,-0.0,2.4868995751603507e-14,1.7763568394002348e-13,0.0,2.4868995751603507e-14
without_filter,ANALYTICAL_REFERENCE,B,8,480.0,negative,1.6243257199107298e-13,,-1.5857933832706127e-13,-3.5170071074516555e-14,1.6635275938544898e-13,,-1.6077746776921855e-13,-4.270651487619868e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0316843815059416e-13,,3.3034745330706626e-13,2.311176099182517e-13,,,,,,7.850462293418877e-15,,2.1981294421572776e-15,7.536443801682124e-15
without_filter,ANALYTICAL_REFERENCE,B,9,540.0,zero,1.0421629883604046e-13,,1.004859173557616e-13,-2.7633627272834437e-14,1.1910866685298208e-13,,1.0551021322354968e-13,-5.5267254545668874e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.955806539255191e-13,,-2.5121479338940397e-13,1.5575317190143048e-13,,,,,,2.8086667748613604e-14,,-5.024295867788083e-15,2.7633627272834437e-14
without_filter,ANALYTICAL_REFERENCE,B,10,600.0,positive,8.720955563955665e-14,,5.02429586778808e-14,-7.128219762424338e-14,1.0860183240430383e-13,,8.79251776862914e-14,-6.374575382256126e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.5390175436604296e-13,,-3.868707818196821e-13,2.373979797529868e-13,,,,,,3.842847400787252e-14,,-3.7682219008410597e-14,-7.536443801682118e-15
without_filter,ANALYTICAL_REFERENCE,B,11,660.0,negative,9.000000000000078,109.99999999999916,-3.0781812899309218,8.457233587073294,9.000000000000075,109.99999999999922,-3.078181289930927,8.457233587073288,0.0,,0.0,0.0,0.0,,0.0,0.0,7.46659412419131,-161.38138478566736,-7.075827913205607,-2.3838387441495668,0.0,99.99999999999997,0.0,99.99999999999997,0.0,7.53644380168212e-15,8.373826446313393e-14,5.329070518200751e-15,5.329070518200751e-15
without_filter,ANALYTICAL_REFERENCE,B,12,720.0,zero,8.226085852327241e-14,,8.164480785155629e-14,1.004859173557616e-14,7.929200094972672e-14,,7.913265991766226e-14,-5.02429586778808e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,2.2497403334380638e-13,,-1.9594753884373512e-13,-1.1053450909133775e-13,,,,,,1.5280799322856753e-14,,2.512147933894035e-15,1.507288760336424e-14
without_filter,ANALYTICAL_REFERENCE,B,13,780.0,positive,6.999999999999996,-89.9999999999576,5.181305113656457e-12,-6.999999999999996,7.000000000000011,-89.99999999995745,5.1976340752267685e-12,-7.000000000000011,0.0,,0.0,0.0,0.0,,0.0,0.0,6.862666520395959,-1.168928373464383,6.861238355440337,-0.13999999999272353,0.0,100.00000000000021,-0.0,100.00000000000023,-0.0,2.223995925296594e-14,3.1771370361379935e-13,-1.6328961570311594e-14,1.509903313490213e-14
without_filter,ANALYTICAL_REFERENCE,B,14,840.0,negative,6.876359695285539e-14,,-6.782799421513907e-14,-1.130466570252318e-14,6.674942990534281e-14,,-6.280369834735099e-14,-2.260933140504636e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.7909302851614544e-13,,3.1150634380286096e-13,2.1604472231488743e-13,,,,,,1.2370893888999142e-14,,-5.024295867788083e-15,1.130466570252318e-14
without_filter,ANALYTICAL_REFERENCE,B,15,900.0,zero,1.2600283007175368e-13,,-8.541302975239736e-14,9.263545506234272e-14,1.0997687941772899e-13,,-8.038873388460928e-14,7.505041952508444e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.1345526549587173e-13,,2.8136056859613244e-13,-1.3816813636417219e-13,,,,,,1.8288713016877627e-14,,-5.024295867788083e-15,1.7585035537258284e-14
without_filter,ANALYTICAL_REFERENCE,B,16,960.0,positive,1.1766939537721438e-13,,3.265792314062252e-14,1.130466570252318e-13,1.3257383214014802e-13,,2.260933140504636e-14,1.3063169256249008e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,6.414788318504725e-13,,-1.3063169256249008e-13,-6.280369834735099e-13,,,,,,2.025358414490942e-14,,1.004859173557616e-14,-1.7585035537258284e-14
without_filter,ANALYTICAL_REFERENCE,B,17,1020.0,negative,5.849853508292962e-14,,-5.65233285126159e-14,-1.507288760336424e-14,5.344222026967698e-14,,-5.338314359524835e-14,2.51214793389404e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,8.749346389453727e-14,,6.782799421513907e-14,-5.5267254545668874e-14,,,,,,1.7863209010754454e-14,,-3.1401849173675502e-15,-1.7585035537258278e-14
without_filter,ANALYTICAL_REFERENCE,B,18,1080.0,zero,1.2475666579389881e-13,,-6.657192024819206e-14,-1.0551021322354968e-13,1.159132388371763e-13,,-5.777940247956292e-14,-1.004859173557616e-13,0.0,,0.0,0.0,0.0,,0.0,0.0,1.6572562045795678e-13,,1.6077746776921855e-13,-4.019436694230464e-14,,,,,,1.0126792072454707e-14,,-8.792517768629136e-15,-5.024295867788083e-15
without_filter,ANALYTICAL_REFERENCE,B,19,1140.0,positive,2.4428943382792783e-14,,7.53644380168212e-15,-2.323736838851987e-14,2.5871769906212994e-14,,-2.51214793389404e-15,-2.5749516322413908e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.1358270662378329e-13,,2.009718347115232e-14,1.1179058305828478e-13,,,,,,1.0357851278622298e-14,,1.004859173557616e-14,2.5121479338940383e-15
without_filter,ANALYTICAL_REFERENCE,B,20,1200.0,negative,4.949951486243539e-14,,4.019436694230464e-14,-2.888970123978146e-14,5.779646618227081e-14,,5.4639217562195365e-14,-1.8841109504205298e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.672563031044155e-13,,-2.4713255299682617e-13,1.0174199132270861e-13,,,,,,1.7596246909476096e-14,,-1.4444850619890727e-14,-1.0048591735576163e-14
without_filter,ANALYTICAL_REFERENCE,B,21,1260.0,zero,6.908406818208609e-14,,-5.5267254545668874e-14,4.1450440909251656e-14,8.04279766176689e-14,,-5.02429586778808e-14,6.280369834735099e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.009718347115232e-13,,2.009718347115232e-13,0.0,,,,,,2.1936388768090727e-14,,-5.0242958677880766e-15,-2.1353257438099337e-14
without_filter,ANALYTICAL_REFERENCE,B,22,1320.0,positive,2.046023261813367e-13,,1.9594753884373512e-13,5.887846720064156e-14,1.8678907676433013e-13,,1.8087465124037088e-13,4.663174602290812e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,5.273500933854992e-13,,-5.197006038243295e-13,-8.949527014497517e-14,,,,,,1.9420971147416807e-14,,1.5072887603364236e-14,1.2246721177733443e-14
without_filter,ANALYTICAL_REFERENCE,B,23,1380.0,negative,1.060102255565987e-13,,1.0551021322354968e-13,1.0284105604378726e-14,9.08265917863154e-14,,9.043732562018544e-14,8.399994653958197e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0122289269162216e-13,,-2.009718347115232e-13,-1.004859173557616e-14,,,,,,1.5190188108682058e-14,,1.5072887603364236e-14,1.8841109504205295e-15
without_filter,ANALYTICAL_REFERENCE,B,24,1440.0,zero,1.7128722890799497e-13,,1.7082605950479472e-13,-1.25607396694702e-14,1.6843104189417705e-13,,1.6831391157090068e-13,-6.2803698347351e-15,0.0,,0.0,0.0,0.0,,0.0,0.0,3.250781550080022e-13,,-3.215549355384371e-13,4.7730810743986756e-14,,,,,,6.764165321960918e-15,,2.512147933894035e-15,-6.2803698347351e-15
without_filter,ANALYTICAL_REFERENCE,B,25,1500.0,positive,8.290088181850331e-14,,-8.290088181850331e-14,0.0,1.0089331554157557e-13,,-9.546162148797351e-14,-3.265792314062252e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,2.1036145402444305e-13,,1.6077746776921855e-13,1.3565598843027815e-13,,,,,,3.499017183300205e-14,,1.2560739669470201e-14,3.265792314062252e-14
without_filter,ANALYTICAL_REFERENCE,C,1,60.0,positive,99.99999999999986,-59.999999999998636,50.00000000000199,-86.60254037844255,99.99999999999999,-60.00000000000193,49.99999999999709,-86.60254037844554,0.0,,0.0,0.0,0.0,,0.0,0.0,275.2314233595175,118.43021539498054,-131.0343868942634,242.03786037674033,0.0,100.00000000000013,-0.0,100.00000000000013,-0.0,5.739584601870544e-12,5.739584601870552e-12,4.902744876744691e-12,2.9842794901924208e-12
without_filter,ANALYTICAL_REFERENCE,C,2,120.0,negative,6.911831625566733e-14,,2.260933140504636e-14,-6.531584628124504e-14,4.027279504993911e-14,,-2.51214793389404e-15,-4.019436694230464e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.9092324297594702e-13,,0.0,1.9092324297594702e-13,,,,,,3.552713678800501e-14,,2.5121479338940402e-14,-2.5121479338940402e-14
without_filter,ANALYTICAL_REFERENCE,C,3,180.0,zero,4.016491691983153e-14,,-3.579810805799007e-14,1.821307252073179e-14,4.000748400853811e-14,,-2.7005590289360928e-14,2.951773822325497e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.975672988891017e-13,,1.9343539090984106e-13,-4.019436694230464e-14,,,,,,1.432144669219779e-14,,-8.792517768629142e-15,-1.130466570252318e-14
without_filter,ANALYTICAL_REFERENCE,C,4,240.0,positive,1.8336959187428107e-13,,-1.8087465124037088e-13,3.014577520672848e-14,1.7864533797897232e-13,,-1.7836250330647682e-13,1.004859173557616e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.89388349360884e-13,,4.86257634454365e-13,5.5267254545668874e-14,,,,,,2.0253584144909416e-14,,-2.5121479338940604e-15,2.009718347115232e-14
without_filter,ANALYTICAL_REFERENCE,C,5,300.0,negative,19.999999999999947,-119.99999999999815,-9.999999999999414,-17.320508075689048,19.999999999999954,-119.99999999999808,-9.9999999999994,-17.320508075689066,0.0,,0.0,0.0,0.0,,0.0,0.0,7.550425243009492,-33.0367886534277,6.329677711243745,-4.116321345820694,0.0,100.00000000000004,-0.0,100.00000000000004,-0.0,2.2748467065386707e-14,1.1374233532693384e-13,-1.4210854715202004e-14,1.7763568394002505e-14
without_filter,ANALYTICAL_REFERENCE,C,6,360.0,zero,1.6861009380463386e-13,,1.325158035129106e-13,-1.0425413925660266e-13,1.550730016307072e-13,,1.2686347066164901e-13,-8.918125165323841e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.771630584391062e-13,,-3.9252311467094375e-13,2.713119768605563e-13,,,,,,1.609785101698679e-14,,5.652332851261585e-15,-1.507288760336425e-14
without_filter,ANALYTICAL_REFERENCE,C,7,420.0,positive,14.000000000000101,140.0000000000176,-10.724622203668533,8.999026535608325,14.00000000000008,140.0000000000175,-10.724622203668503,8.999026535608325,0.0,,0.0,0.0,0.0,,0.0,0.0,7.394329182881016,-132.1701298800142,-4.964066753898564,-5.48034171632069,0.0,99.99999999999984,-0.0,99.99999999999984,-0.0,3.019806626980426e-14,2.1570047335574314e-13,-3.019806626980426e-14,0.0
without_filter,ANALYTICAL_REFERENCE,C,8,480.0,negative,1.0135551853865988e-13,,8.729714070281789e-14,-5.1499032644827815e-14,1.014624798294138e-13,,8.666910371934438e-14,-5.275510661177484e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.679508913266872e-13,,-3.6740163533200335e-13,-2.009718347115232e-14,,,,,,1.404333387430686e-15,,6.280369834735151e-16,1.2560739669470239e-15
without_filter,ANALYTICAL_REFERENCE,C,9,540.0,zero,5.215567340502509e-14,,-4.066539467990977e-14,3.265792314062252e-14,5.1781223199297487e-14,,-2.92822243544524e-14,4.270651487619868e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,3.511619807213596e-13,,2.9140916033170863e-13,-1.9594753884373512e-13,,,,,,1.518389813343934e-14,,-1.1383170325457366e-14,-1.004859173557616e-14
without_filter,ANALYTICAL_REFERENCE,C,10,600.0,positive,1.594224596611486e-13,,-1.5700924586837749e-13,2.7633627272834437e-14,1.9082405347597536e-13,,-1.8338679917426492e-13,5.275510661177484e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,4.052274497498976e-13,,3.8184648595189405e-13,-1.3565598843027815e-13,,,,,,3.642614504146359e-14,,2.6377553305887432e-14,-2.5121479338940402e-14
without_filter,ANALYTICAL_REFERENCE,C,11,660.0,negative,9.000000000000037,-130.0000000000075,-5.785088487179781,-6.894399988070074,9.000000000000043,-130.00000000000745,-5.7850884871797765,-6.894399988070084,0.0,,0.0,0.0,0.0,,0.0,0.0,7.466594124190815,-41.38138478566317,5.602378867561912,-4.935927353567566,0.0,100.00000000000007,-0.0,100.00000000000007,-0.0,1.1546319456101628e-14,1.2829243840112866e-13,-4.440892098500626e-15,1.0658141036401503e-14
without_filter,ANALYTICAL_REFERENCE,C,12,720.0,zero,4.52883909360294e-14,,3.7682219008410597e-14,-2.51214793389404e-14,4.472752235079074e-14,,3.5170071074516555e-14,-2.7633627272834437e-14,0.0,,0.0,0.0,0.0,,0.0,0.0,1.449228509952941e-13,,-1.2058310082691391e-13,8.038873388460928e-14,,,,,,3.5527136788005005e-15,,2.5121479338940415e-15,2.5121479338940383e-15
